,Portfolio Annual,Gini,Sharpe Ratio,601 Weight,602 Weight,700 Weight,701 Weight,702 Weight,142 Weight,143 Weight,SPY Weight,QQQ Weight,^RUT Weight,IEI Weight,LQD Weight,GSG Weight,GLD Weight,OIL Weight
0,4.246217784813711,7.256537042793139,0.5851575978697525,0.06656650234679753,0.07356205695106531,0.0036704777317294684,0.02211004468085816,0.0883358114511589,0.10749369670214665,0.039569562128994776,0.11519143153135855,0.09301080326532729,0.024484131371679832,0.07144285493052507,0.045391663119603555,0.02344688850628294,0.1012682039018215,0.12445587138065038
1,2.354585471923931,5.6604805974503085,0.41596917989340415,0.0338129111826606,0.012160149802188025,0.0878304608499674,0.10608555579649222,0.040199232928924696,0.09972815511912589,0.07536187195265089,0.007055638137686197,0.02006320988487422,0.027208148667319906,0.14469659146519706,0.07576903534246403,0.08422746172206184,0.1069334193338308,0.07886815781455625
2,3.9584443098317657,6.304413308627065,0.6278846446210886,0.1027706449737387,0.09092717682187473,0.045355292804021126,0.04020372674827559,0.10724127801740947,0.038673932326616645,0.09736244834438396,0.09344340310864545,0.06056724936816292,0.10381909109411261,0.010933326928923638,0.011574946094461108,0.0789509679138124,0.10021884021280178,0.017957675242759874
3,3.0550702358656867,5.445229775701725,0.5610544204210336,0.05164612882386649,0.12603426871353166,0.030792691312853754,0.13144670884466972,0.09138962487902838,0.12756848370335164,0.09774538729461725,0.008133144294584138,0.04196883502007425,0.10780143583475366,0.02257094344427436,0.09372883005301909,0.025864913153414555,0.009897029062378139,0.03341157556558292
4,2.0986202229728246,5.489165277760043,0.3823204652764993,0.05399870159950104,0.10712475129711467,0.11587414822332193,0.0583686251663911,0.05628761204098175,0.077792177526129,0.03962403502372878,0.014352445187101154,0.006237762757404036,0.0778372962765234,0.09915113805501602,0.08181690735221823,0.07955955057580494,0.05182600205265393,0.08014884686611017
5,4.23211341976415,8.270397191594498,0.5117182792702386,0.027658081516495927,0.08726389051982607,0.07003376441423599,0.09897919798255102,0.012397763338302129,0.10373978670198034,0.09087617176379784,0.09191241132560074,0.06570221946516963,0.12897506331922373,0.026913096110476188,0.03954040734223538,0.03010365327702649,0.006369522915877622,0.11953497000720081
6,4.079986758001786,8.142429002633154,0.5010773513262899,0.01063505533148817,0.08061789473366265,0.08375522117819469,0.050177974960121705,0.001757960857653707,0.11181840645924485,0.05110678374904839,0.07324266672845245,0.09433556319464766,0.08965431565758938,0.0922148230080231,0.0454667388624502,0.05475159444179988,0.03183617389094429,0.12862882694667893
7,3.828435753073589,7.158796001989648,0.5347876587081892,0.0339719172334363,0.01734304758470972,0.015227295132944504,0.11114404836355865,0.04137447863671653,0.08636317116558696,0.10759253299854736,0.08252750238835899,0.04574192228325384,0.11093251499275786,0.08670738151806588,0.02807449563963442,0.09698316858492036,0.08954728640954475,0.046469237067963964
8,3.7631623074418474,5.3070413466240804,0.7090885602079722,0.029498828502255776,0.1050051443650013,0.12456107501131385,0.05432216509125312,0.06439150655769851,0.052546694548416144,0.035326670786546124,0.09627898624445293,0.057533437481327374,0.09692806987786588,0.05338303987482514,0.052532599923714375,0.02877143413541704,0.14548615070779275,0.003434196892119746
9,4.091371629375029,7.747786254972793,0.5280697601523335,0.067094296718085,0.06866459291283844,0.009151235430263529,0.10922903066855472,0.013542111393870262,0.07660523180370764,0.012345695380716563,0.08702037870342465,0.10788960593365518,0.08511522612904038,0.032584030648992277,0.11139492688136877,0.07095506998781984,0.04403174650335096,0.10437682090431172
10,3.5413241524739014,6.947037908928912,0.5097603034413123,0.028528203808778508,0.09044089574991326,0.005273836385559521,0.10256201219855268,0.03203276523207934,0.06731977708366897,0.10553108183302866,0.11502530767227505,0.007210763516313912,0.10759603706774296,0.0599305807330442,0.10955454986890746,0.06338049942444128,0.03061207619893146,0.07500161322676273
11,3.328438824417179,6.520217853675099,0.5104796954815115,0.05247491229893911,0.07151855159810692,0.05794368502866226,0.025204720430831926,0.08324794131350215,0.09063387394658783,0.09935657801575913,0.03429947808315821,0.06905504457863577,0.00963404988719507,0.03617571646629124,0.09242894100928092,0.09887882161420414,0.10095307765997183,0.07819460806887321
12,4.631881755039391,7.886422466636478,0.5873235645991035,0.12894016704321767,0.05732105684991403,0.022890721489172098,0.02591458528993801,0.03150037128293444,0.0001673283576612733,0.031924157672035124,0.13105438024502214,0.10396158012323514,0.12915366741353618,0.0849546723032113,0.06396883784054566,0.04412856125245612,0.053630984374437675,0.09048892846268315
13,2.963388157646052,6.319350832444765,0.46893869896120444,0.12410816094928588,0.020085434660002968,0.11241840013733964,0.0008368100047763692,0.10012290802307071,0.06971451646695505,0.03087502274751339,0.09711729633787401,0.0027376954388132844,0.12903507274674814,0.08087032892435618,0.05707943681247602,0.06551377666259225,0.040792523438645985,0.06869261664955024
14,3.721835530640405,7.749789307442854,0.4802498988025358,0.1165799618323844,0.08922216460472934,0.06180161383755635,0.05485611798137405,0.008002924661280412,0.07389243260216137,0.08537417314711707,0.05347438696957149,0.08124058179956102,0.08691077010296253,0.017772532360587637,0.07224997658598813,0.10234348513547764,0.001378648836354687,0.09490022954289387
15,3.2312990576475853,5.64408985797218,0.5725102078386352,0.11955549359275965,0.013188255733533829,0.05612941434480737,0.05489120786064084,0.0778273379310424,0.04628945422767869,0.04956884665100871,0.03869090149437981,0.07423954062902961,0.023170886672178568,0.12130520621674025,0.11027851363259436,0.014986273839655897,0.08652815036485913,0.11335051680909083
16,4.877163463780887,6.4685274607458085,0.7539835756094262,0.09200918401999998,0.07484167214943298,0.12079752557380614,0.026960977593530104,0.05209129196874138,0.03891758301499359,0.035437062626455594,0.11591852496983855,0.1436880114331113,0.07277228731602303,0.004697507183544421,0.09018012555017456,0.051290743644354694,0.07678097301228175,0.0036165299437117444
17,3.426342902198809,5.429426185051911,0.6310690642838254,0.03949617870734074,0.10868501764019485,0.05145016320886943,0.07298703867924936,0.08759588206880951,0.10948273806124516,0.10563784905020884,0.09733773939340815,0.03633202752903263,0.03875958483934923,0.10467343814375757,0.07233472949292316,0.03144754723031879,0.001590084642760335,0.042189981312532036
18,2.3673656618628858,4.100371503395014,0.5773539446127652,0.05618288668331012,0.11458621260667046,0.12806549639006592,0.10799746980230096,0.09567168821665456,0.11801370802992149,0.008957655773423816,0.11162898855195155,0.009600793377957167,0.01891228815199224,0.10397579524318051,0.03590679050046852,0.07829438657739794,0.0019202057586381982,0.010285634336066498
19,4.6818660971688075,7.70430571369748,0.6076947451403597,0.017555765440509827,0.04363056601215695,0.07369338787484811,0.026543995257740018,0.11801679207364534,0.03293822783565427,0.08873123857382419,0.09710375064554523,0.12749401435620397,0.10064003419171597,0.04625916768887466,0.042676674275337785,0.09497927845696186,0.04117908791688147,0.04855801940010045
20,3.830637420966454,6.457332833393646,0.5932228552873379,0.09318918874156372,0.05334236629883285,0.01604139499217995,0.07674878853858065,0.02455847897247467,0.06298920517534956,0.12608891575419848,0.059674871543454855,0.08499407734165725,0.0384154897332403,0.08180506709983211,0.09211166566515817,0.11027633450269189,0.04201421284490846,0.037749942795877164
