,Returns,Volatility,Sharpe Ratio,601 Weight,602 Weight,700 Weight,701 Weight,702 Weight,TA35.TA Weight,TA90.TA Weight,SPY Weight,QQQ Weight,^RUT Weight,IEI Weight,LQD Weight
0,2.0789645918169475,2.8782653895755708,0.7222977420172891,0.1896950696502621,0.22312995961248924,0.29801161322159603,0.06319810159683167,0.01575620680798122,0.0034046042390862234,0.06547062379441944,0.0030233618675616983,0.01660407556148034,0.02717544642996937,0.02944372406756844,0.06508721315075434
1,2.2158343573930246,3.2651584484015914,0.6786299631118217,0.17400041554402979,0.10936056862263978,0.16907068346809848,0.10595593980880014,0.07750484941557009,0.0029919741880651066,0.008740094386071014,0.026525240217055858,0.01821454522960291,0.09042647050250753,0.13562368670780572,0.0815855319097536
2,2.102671311850192,2.7317391551346977,0.7697189198675569,0.034391405164252674,0.02322249598100981,0.10934962676679535,0.19833017582729973,0.15267082978710173,0.038280973785043866,0.022589095663752737,0.00964811197097844,0.041416372220613736,0.031053787624666398,0.2113543403476759,0.12769278486080957
3,1.777225957003383,2.7289053044220415,0.6512596659633025,0.14207990716981758,0.08613838986107872,0.04393922874799113,0.17678803055449765,0.1553086486669218,0.009417123298734701,0.01863122447523013,0.012659782775615065,0.01200784967783666,0.03104902954230576,0.09491291739608178,0.21706786783388912
4,2.0369778771068843,3.1098498660584175,0.6550084296154959,0.15054325555462314,0.09846711450954071,0.14573270263332175,0.07296620298092217,0.05662523650564806,0.05558936999710452,0.034804501068961144,0.0077521101392830395,0.013466526893319933,0.031137248065880755,0.16577180803902614,0.16714392361236877
5,1.7879671802320263,2.799254352542951,0.6387298026732611,0.022407161245576953,0.21828732080357657,0.035793320606095955,0.06831575689584178,0.2192457097493352,0.003030443703943736,0.021825606929580476,0.012596951131510915,0.008571744563940989,0.059784564237377505,0.16928582656965857,0.1608555935635615
6,2.278458257784027,3.1397607714146605,0.7256789366017328,0.1036441457344126,0.027940652156481602,0.14988815338459627,0.118124118761467,0.09403556930375352,0.001074128546211565,0.09039623237506997,0.04928148906095032,0.0030715388188787196,0.005035713380224204,0.17690575238030443,0.18060250609764977
7,1.4350989977970667,2.3749033593127615,0.6042767981145764,0.21685443748205366,0.15602116767825655,0.031649940575009104,0.1203615441572817,0.030361554076765503,0.0061679058541543545,0.008603250328309959,0.007333144100781405,0.00346097455234409,0.015135637138159918,0.27914890954829336,0.12490153450859048
8,1.71982851165723,2.5332212657149045,0.678909708730822,0.10171977490283367,0.15844912071452863,0.06110655696582855,0.18515631581090344,0.16106466051704804,0.036683210492369965,0.040220802474553174,0.013183034144015409,0.002980736714994601,0.018123719640763685,0.0628056848145503,0.1585063828076103
9,2.168150305910844,2.7966052335940406,0.7752793565091267,0.013423140737288463,0.20872475819233766,0.008620292649701246,0.11537980875469833,0.2280471329761877,0.02700166370474376,0.02421487461865425,0.03294146923258385,0.02922510599962393,0.033082754300256104,0.1556048769964101,0.1237341218375146
